0, 0.34, 0.48, 0.5132, 0.52, 0.56, 0.64
1, 0.32, 0.46, 0.49920000000000003, 0.5, 0.56, 0.64
2, 0.32, 0.46, 0.506, 0.5, 0.56, 0.7
3, 0.32, 0.44, 0.48979999999999996, 0.5, 0.54, 0.64
4, 0.3, 0.44, 0.5024000000000001, 0.5, 0.56, 0.72
5, 0.28, 0.42, 0.483, 0.5, 0.54, 0.7
6, 0.28, 0.42, 0.48979999999999996, 0.48, 0.54, 0.68
7, 0.3, 0.46, 0.5058, 0.5, 0.56, 0.7
8, 0.34, 0.46, 0.498, 0.5, 0.54, 0.68
9, 0.3, 0.44, 0.4966, 0.5, 0.545, 0.66
10, 0.28, 0.44, 0.4852, 0.5, 0.54, 0.64
11, 0.26, 0.44, 0.4838, 0.48, 0.54, 0.68
12, 0.32, 0.46, 0.4964, 0.5, 0.54, 0.68
13, 0.3, 0.44, 0.49, 0.48, 0.54, 0.72
14, 0.34, 0.48, 0.5262, 0.52, 0.58, 0.72
15, 0.3, 0.475, 0.5232, 0.52, 0.58, 0.68
16, 0.32, 0.455, 0.509, 0.51, 0.56, 0.7
17, 0.34, 0.44, 0.5122, 0.51, 0.58, 0.72
18, 0.34, 0.46, 0.5085999999999999, 0.51, 0.56, 0.64
19, 0.3, 0.46, 0.5132, 0.52, 0.58, 0.74
20, 0.34, 0.46, 0.5112, 0.51, 0.545, 0.78
21, 0.3, 0.44, 0.4978, 0.5, 0.56, 0.68
22, 0.3, 0.46, 0.5072, 0.52, 0.56, 0.68
23, 0.3, 0.44, 0.4874, 0.48, 0.54, 0.72
24, 0.34, 0.42, 0.4842, 0.48, 0.54, 0.74
25, 0.3, 0.44, 0.5028, 0.5, 0.56, 0.64
26, 0.3, 0.44, 0.4914, 0.5, 0.54, 0.72
27, 0.34, 0.44, 0.49560000000000004, 0.5, 0.54, 0.74
28, 0.28, 0.46, 0.498, 0.5, 0.54, 0.7
29, 0.32, 0.44, 0.4932, 0.5, 0.54, 0.68
30, 0.28, 0.44, 0.504, 0.5, 0.56, 0.7
31, 0.34, 0.48, 0.5226, 0.52, 0.58, 0.68
32, 0.26, 0.46, 0.5106, 0.5, 0.56, 0.66
33, 0.36, 0.46, 0.5106, 0.52, 0.56, 0.68
34, 0.36, 0.46, 0.5184000000000001, 0.52, 0.56, 0.66
35, 0.3, 0.46, 0.5124, 0.52, 0.56, 0.68
36, 0.32, 0.44, 0.5097999999999999, 0.5, 0.58, 0.68
37, 0.36, 0.48, 0.5296, 0.52, 0.58, 0.72
38, 0.34, 0.46, 0.5068, 0.52, 0.56, 0.7
39, 0.34, 0.455, 0.506, 0.5, 0.56, 0.72
40, 0.36, 0.44, 0.5002, 0.5, 0.54, 0.7
41, 0.32, 0.44, 0.5006, 0.5, 0.56, 0.72
42, 0.36, 0.455, 0.517, 0.52, 0.56, 0.68
43, 0.34, 0.475, 0.5176, 0.52, 0.56, 0.74
44, 0.26, 0.44, 0.4966, 0.5, 0.56, 0.78
45, 0.34, 0.46, 0.4972, 0.5, 0.54, 0.68
46, 0.38, 0.48, 0.5202, 0.52, 0.58, 0.68
47, 0.34, 0.44, 0.5047999999999999, 0.5, 0.56, 0.74
48, 0.36, 0.46, 0.498, 0.5, 0.54, 0.64
49, 0.32, 0.44, 0.489, 0.48, 0.525, 0.68
50, 0.28, 0.44, 0.4886, 0.48, 0.54, 0.68
51, 0.3, 0.46, 0.4974, 0.5, 0.54, 0.66
52, 0.28, 0.44, 0.49979999999999997, 0.5, 0.545, 0.66
53, 0.32, 0.46, 0.5062, 0.5, 0.545, 0.68
54, 0.34, 0.46, 0.4986, 0.5, 0.54, 0.68
55, 0.36, 0.44, 0.4984, 0.5, 0.54, 0.66
56, 0.36, 0.46, 0.5047999999999999, 0.5, 0.56, 0.66
57, 0.32, 0.46, 0.5062, 0.5, 0.545, 0.7
58, 0.34, 0.46, 0.5038, 0.5, 0.545, 0.7
59, 0.32, 0.46, 0.5097999999999999, 0.52, 0.56, 0.66
60, 0.36, 0.46, 0.5068, 0.5, 0.56, 0.72
61, 0.3, 0.48, 0.508, 0.5, 0.545, 0.68
62, 0.32, 0.42, 0.4878, 0.5, 0.54, 0.62
63, 0.34, 0.44, 0.49340000000000006, 0.48, 0.54, 0.7
64, 0.28, 0.46, 0.4988, 0.5, 0.545, 0.62
65, 0.32, 0.46, 0.5046, 0.5, 0.56, 0.66
66, 0.34, 0.46, 0.48979999999999996, 0.48, 0.54, 0.66
67, 0.3, 0.44, 0.49579999999999996, 0.5, 0.545, 0.68
68, 0.32, 0.46, 0.5092, 0.5, 0.56, 0.7
69, 0.36, 0.46, 0.5008, 0.5, 0.54, 0.68
70, 0.32, 0.44, 0.499, 0.48, 0.545, 0.76
71, 0.34, 0.46, 0.5166, 0.52, 0.56, 0.66
72, 0.36, 0.46, 0.5024000000000001, 0.51, 0.54, 0.66
73, 0.34, 0.46, 0.4984, 0.5, 0.54, 0.66
74, 0.34, 0.48, 0.5152, 0.52, 0.56, 0.66
75, 0.36, 0.46, 0.501, 0.5, 0.56, 0.68
76, 0.32, 0.44, 0.504, 0.52, 0.56, 0.7
77, 0.28, 0.44, 0.508, 0.52, 0.56, 0.74
78, 0.32, 0.44, 0.4996, 0.5, 0.54, 0.7
79, 0.32, 0.46, 0.4988, 0.48, 0.54, 0.68
80, 0.3, 0.46, 0.49939999999999996, 0.5, 0.54, 0.66
81, 0.36, 0.46, 0.5036, 0.5, 0.56, 0.64
82, 0.34, 0.46, 0.512, 0.52, 0.56, 0.76
83, 0.32, 0.46, 0.5074000000000001, 0.5, 0.545, 0.72
84, 0.32, 0.48, 0.5196000000000001, 0.52, 0.56, 0.72
85, 0.32, 0.44, 0.502, 0.52, 0.56, 0.64
86, 0.38, 0.48, 0.5156000000000001, 0.52, 0.56, 0.68
87, 0.32, 0.44, 0.5044, 0.5, 0.56, 0.7
88, 0.36, 0.46, 0.5082, 0.52, 0.56, 0.68
89, 0.34, 0.46, 0.5088, 0.52, 0.56, 0.66
90, 0.36, 0.46, 0.5024000000000001, 0.5, 0.54, 0.68
91, 0.32, 0.46, 0.5022, 0.5, 0.56, 0.64
92, 0.3, 0.46, 0.505, 0.5, 0.54, 0.74
93, 0.36, 0.46, 0.5097999999999999, 0.52, 0.54, 0.68
94, 0.24, 0.46, 0.508, 0.52, 0.56, 0.68
