Generation, Worst, Lower Quartile, Mean, Median, Upper Quartile, Best, Median Fitness
91, 0.25, 0.425, 0.497, 0.5, 0.55, 0.65, 20.616337138851783
92, 0.275, 0.45, 0.5025000000000001, 0.5, 0.55625, 0.725, 20.573741188248256
93, 0.275, 0.45, 0.5055, 0.5, 0.575, 0.7, 20.60176866788035
94, 0.25, 0.45, 0.507625, 0.5, 0.55, 0.75, 20.781448497947338
95, 0.275, 0.45, 0.5065000000000001, 0.5, 0.575, 0.75, 20.67559627021579
96, 0.275, 0.45, 0.50875, 0.5, 0.55, 0.75, 20.744734393185126
97, 0.275, 0.45, 0.5045, 0.5, 0.575, 0.725, 20.757233936802585
98, 0.275, 0.45, 0.4995, 0.5, 0.55, 0.675, 20.675239467887682
99, 0.3, 0.425, 0.49012500000000003, 0.5, 0.55, 0.725, 20.477667543312023
100, 0.275, 0.45, 0.5105000000000001, 0.5125, 0.575, 0.725, 21.165020662426997
101, 0.275, 0.45, 0.5055, 0.525, 0.55, 0.75, 21.45500516390235
102, 0.275, 0.45, 0.50075, 0.5, 0.575, 0.725, 20.62733254574409
103, 0.3, 0.45, 0.513625, 0.5, 0.575, 0.75, 20.61599535222413
104, 0.25, 0.45, 0.509375, 0.5, 0.55625, 0.75, 20.666206175053404
105, 0.3, 0.45, 0.496, 0.5, 0.55, 0.7, 20.6240195452934
106, 0.325, 0.45, 0.500375, 0.5, 0.575, 0.725, 20.55470515076355
107, 0.25, 0.425, 0.491375, 0.475, 0.55, 0.7, 19.733073929423078
108, 0.275, 0.45, 0.49887499999999996, 0.5, 0.55, 0.675, 20.658886060062795
109, 0.3, 0.44375, 0.503, 0.5, 0.575, 0.775, 20.667027186564233
110, 0.325, 0.475, 0.522875, 0.525, 0.575, 0.8, 21.58471754349118
111, 0.25, 0.45, 0.507375, 0.5, 0.55, 0.75, 20.592795378161842
112, 0.3, 0.45, 0.499, 0.5, 0.55, 0.7, 20.630565365363744
113, 0.25, 0.45, 0.499875, 0.5, 0.55, 0.725, 20.657909307394917
114, 0.275, 0.45, 0.5015, 0.5, 0.55, 0.7, 20.54681887921877
115, 0.275, 0.425, 0.49225, 0.5, 0.55, 0.725, 20.50037883902177
116, 0.15, 0.45, 0.503625, 0.5, 0.575, 0.725, 20.6358031264189
117, 0.275, 0.425, 0.495125, 0.4875, 0.55, 0.725, 20.13133201071721
118, 0.3, 0.425, 0.49412500000000004, 0.5, 0.55, 0.75, 20.509054744364455
119, 0.3, 0.45, 0.494625, 0.5, 0.55, 0.7, 20.600636409618236
120, 0.25, 0.425, 0.48612500000000003, 0.5, 0.55, 0.7, 20.533085920730606
121, 0.275, 0.45, 0.494625, 0.5, 0.55, 0.7, 20.512943118581944
122, 0.25, 0.45, 0.497375, 0.5, 0.55, 0.7, 20.65165069010132
123, 0.275, 0.45, 0.503, 0.5, 0.55, 0.7, 20.624784154065054
124, 0.2, 0.45, 0.501, 0.5, 0.575, 0.775, 20.616919280977893
125, 0.225, 0.45, 0.499125, 0.5, 0.55, 0.725, 20.642142614193254
126, 0.325, 0.45, 0.508875, 0.5, 0.55, 0.7, 20.712655286967813
127, 0.275, 0.45, 0.499625, 0.5, 0.55, 0.725, 20.581942360363215
128, 0.275, 0.45, 0.499625, 0.5, 0.55, 0.7, 20.624979698347463
129, 0.325, 0.45, 0.5121249999999999, 0.525, 0.55, 0.7, 21.432298293187117
130, 0.225, 0.45, 0.492125, 0.5, 0.55, 0.725, 20.60283842050574
131, 0.3, 0.45, 0.50075, 0.5, 0.55, 0.7, 20.54380190813308
132, 0.3, 0.45, 0.496625, 0.5, 0.55, 0.7, 20.677048003304627
133, 0.3, 0.45, 0.508875, 0.5, 0.575, 0.725, 20.720824285545966
134, 0.25, 0.45, 0.494625, 0.5, 0.55, 0.7, 20.600741907210903
135, 0.225, 0.425, 0.492125, 0.5, 0.55, 0.7, 20.61306983941344
136, 0.325, 0.425, 0.491, 0.5, 0.55, 0.725, 20.51424396027968
137, 0.3, 0.45, 0.492625, 0.5, 0.55, 0.725, 20.539815359418697
138, 0.275, 0.45, 0.5035000000000001, 0.5, 0.55, 0.775, 20.609562113314002
139, 0.3, 0.45, 0.5005, 0.5, 0.55, 0.725, 20.62910056603455
140, 0.325, 0.45, 0.5037499999999999, 0.5, 0.55, 0.75, 20.76658778757254
141, 0.275, 0.45, 0.5038750000000001, 0.5, 0.55, 0.7, 20.583093161372197
142, 0.3, 0.45, 0.508875, 0.5, 0.55, 0.75, 20.697776689285018
143, 0.325, 0.45, 0.502875, 0.5, 0.55, 0.725, 20.52933406233863
144, 0.25, 0.44375, 0.5037499999999999, 0.5, 0.55, 0.725, 20.60373885337861
145, 0.275, 0.45, 0.506125, 0.5, 0.55, 0.675, 20.754000512880914
146, 0.3, 0.45, 0.49625, 0.5, 0.55, 0.75, 20.5137710834466
147, 0.2, 0.45, 0.501375, 0.5, 0.55, 0.725, 20.609770344072388
148, 0.3, 0.45, 0.508375, 0.5125, 0.575, 0.725, 21.128228460929996
149, 0.25, 0.45, 0.504625, 0.5, 0.575, 0.7, 20.703019300409302
150, 0.3, 0.45, 0.495, 0.5, 0.55, 0.75, 20.5450165283853
151, 0.3, 0.45, 0.5153749999999999, 0.525, 0.575, 0.775, 21.464923709228813
152, 0.3, 0.45, 0.506875, 0.5, 0.55, 0.7, 20.711257487959912
153, 0.3, 0.425, 0.497, 0.5, 0.55, 0.725, 20.51619208623603
154, 0.25, 0.45, 0.499, 0.5, 0.55, 0.75, 20.552747022841842
155, 0.3, 0.44375, 0.495125, 0.5, 0.55, 0.7, 20.468903439334944
156, 0.275, 0.45, 0.501875, 0.5, 0.55, 0.7, 20.62681783163971
157, 0.25, 0.45, 0.496625, 0.5, 0.55, 0.65, 20.654451253761977
158, 0.325, 0.45, 0.5002500000000001, 0.5, 0.53125, 0.725, 20.542408651973325
159, 0.275, 0.45, 0.49487500000000006, 0.5, 0.55, 0.725, 20.602788192992342
160, 0.275, 0.45, 0.5042500000000001, 0.5, 0.55, 0.7, 20.60427257649526
161, 0.225, 0.44375, 0.49924999999999997, 0.5, 0.55, 0.725, 20.573707066986554
162, 0.25, 0.45, 0.492625, 0.5, 0.55, 0.725, 20.423775011063952
163, 0.275, 0.425, 0.484, 0.475, 0.55, 0.8, 19.61406157335623
164, 0.275, 0.425, 0.495, 0.5, 0.55, 0.75, 20.545050771134196
165, 0.25, 0.45, 0.495, 0.5, 0.55, 0.7, 20.543890351447825
166, 0.275, 0.45, 0.509625, 0.5125, 0.575, 0.725, 21.17071763983686
167, 0.25, 0.425, 0.48949999999999994, 0.5, 0.55, 0.675, 20.49053587986475
168, 0.325, 0.45, 0.500375, 0.5, 0.55, 0.75, 20.604546689883737
169, 0.3, 0.45, 0.494625, 0.5, 0.55, 0.725, 20.509754938239993
170, 0.275, 0.425, 0.483875, 0.475, 0.55, 0.7, 19.65567202371128
171, 0.275, 0.45, 0.492125, 0.475, 0.55, 0.675, 19.75021481527773
172, 0.275, 0.425, 0.487125, 0.475, 0.55, 0.7, 19.695645902915672
173, 0.3, 0.425, 0.495875, 0.5, 0.55, 0.75, 20.44827532321075
174, 0.3, 0.45, 0.5113749999999999, 0.525, 0.575, 0.7, 21.55572989322181
175, 0.325, 0.45, 0.503625, 0.5, 0.55, 0.7, 20.577161323841757
176, 0.3, 0.45, 0.499875, 0.5, 0.55, 0.675, 20.584140620009343
177, 0.25, 0.45, 0.49887499999999996, 0.5, 0.55, 0.7, 20.60091241748703
178, 0.275, 0.45, 0.505375, 0.5, 0.55, 0.725, 20.643263797063312
179, 0.3, 0.45, 0.5077499999999999, 0.5, 0.55, 0.675, 20.72422240167603
180, 0.275, 0.45, 0.49837499999999996, 0.475, 0.55, 0.7, 19.806646878480855
181, 0.275, 0.45, 0.491875, 0.5, 0.55, 0.7, 20.554396331228794
182, 0.225, 0.45, 0.504625, 0.5, 0.55, 0.675, 20.683906471726765
183, 0.3, 0.45, 0.49424999999999997, 0.5, 0.55, 0.75, 20.474032895114856
184, 0.275, 0.425, 0.49362500000000004, 0.5, 0.55, 0.675, 20.608851593378112
185, 0.3, 0.45, 0.5113749999999999, 0.5, 0.575, 0.75, 20.632390760303167
186, 0.3, 0.45, 0.503375, 0.5, 0.55, 0.725, 20.62941002269601
187, 0.3, 0.45, 0.49974999999999997, 0.5, 0.55, 0.7, 20.616705906276998
188, 0.275, 0.45, 0.49437499999999995, 0.5, 0.55, 0.725, 20.559267169072793
189, 0.275, 0.45, 0.49349999999999994, 0.5, 0.55, 0.675, 20.596754149463077
190, 0.325, 0.45, 0.5078750000000001, 0.5, 0.575, 0.775, 20.73748610181862
191, 0.2, 0.45, 0.49787499999999996, 0.5, 0.55, 0.725, 20.601044061148063
192, 0.25, 0.45, 0.5065000000000001, 0.5, 0.575, 0.725, 20.652055293402725
193, 0.25, 0.425, 0.49375, 0.5, 0.55, 0.675, 20.552235811025014
194, 0.275, 0.45, 0.5, 0.5, 0.55, 0.7, 20.60994457166764
195, 0.3, 0.45, 0.496375, 0.5, 0.55, 0.675, 20.59147621951785
196, 0.25, 0.425, 0.487375, 0.475, 0.55, 0.8, 19.633620719752802
197, 0.275, 0.45, 0.5091249999999999, 0.5, 0.575, 0.75, 20.666078892686336
198, 0.3, 0.45, 0.507, 0.5, 0.575, 0.775, 20.634224214322153
199, 0.275, 0.45, 0.49812500000000004, 0.5, 0.55, 0.7, 20.698885600479784
200, 0.275, 0.44375, 0.49074999999999996, 0.5, 0.55, 0.75, 20.480176625009324
201, 0.3, 0.425, 0.50225, 0.5, 0.575, 0.75, 20.586435753384272
202, 0.3, 0.45, 0.5037499999999999, 0.5, 0.55, 0.75, 20.55052088663112
203, 0.325, 0.45, 0.504625, 0.5, 0.55, 0.675, 20.67394886220105
204, 0.275, 0.45, 0.501, 0.5, 0.55, 0.725, 20.57456871236633
205, 0.275, 0.45, 0.507375, 0.5, 0.55, 0.8, 20.764914339319475
206, 0.375, 0.45, 0.50725, 0.5, 0.55, 0.725, 20.657809538497606
207, 0.3, 0.45, 0.499375, 0.5, 0.55, 0.725, 20.601876589747555
208, 0.325, 0.45, 0.513625, 0.525, 0.575, 0.725, 21.49406287988728
209, 0.25, 0.45, 0.497, 0.5, 0.55, 0.725, 20.596959908712442
210, 0.275, 0.45, 0.502125, 0.5, 0.55, 0.7, 20.539247399647643
211, 0.325, 0.45, 0.495625, 0.5, 0.55, 0.65, 20.645916820421604
212, 0.3, 0.45, 0.49675, 0.5, 0.55, 0.675, 20.636386561771864
213, 0.3, 0.475, 0.508875, 0.5, 0.55, 0.725, 20.67714405332426
214, 0.275, 0.45, 0.495625, 0.5, 0.55, 0.725, 20.602857599568352
215, 0.275, 0.45, 0.5078750000000001, 0.5125, 0.575, 0.7, 21.087981741093913
216, 0.275, 0.45, 0.502625, 0.5, 0.55, 0.8, 20.6343784363796
217, 0.3, 0.45, 0.50875, 0.525, 0.575, 0.75, 21.43492439532305
218, 0.325, 0.45, 0.50625, 0.5, 0.55, 0.75, 20.565284809045444
219, 0.3, 0.425, 0.49275, 0.5, 0.55, 0.725, 20.479759185204713
220, 0.275, 0.425, 0.48862500000000003, 0.4875, 0.55, 0.725, 20.08758699284131
221, 0.275, 0.45, 0.503625, 0.525, 0.55, 0.7, 21.524975194502357
222, 0.275, 0.425, 0.488125, 0.5, 0.55, 0.675, 20.441448989005643
223, 0.275, 0.45, 0.496375, 0.475, 0.55, 0.7, 19.755197760582842
224, 0.225, 0.45, 0.496375, 0.5, 0.55, 0.725, 20.514334078860152
225, 0.275, 0.425, 0.496875, 0.5, 0.55, 0.725, 20.588379932162518
226, 0.225, 0.45, 0.5025000000000001, 0.5, 0.575, 0.725, 20.583154145937833
227, 0.275, 0.44375, 0.49837499999999996, 0.5, 0.55, 0.725, 20.61438023545187
228, 0.275, 0.45, 0.5035000000000001, 0.5, 0.55, 0.725, 20.732788442002082
229, 0.275, 0.45, 0.513375, 0.5, 0.575, 0.775, 20.888874858354534
230, 0.25, 0.45, 0.49775, 0.5, 0.55, 0.725, 20.55857709238638
231, 0.225, 0.45, 0.5, 0.5, 0.55, 0.75, 20.55815578752018
232, 0.3, 0.425, 0.49412500000000004, 0.5, 0.55, 0.7, 20.518562331246223
233, 0.275, 0.45, 0.499125, 0.5, 0.55, 0.7, 20.515487944676607
234, 0.3, 0.45, 0.49775, 0.5, 0.55, 0.725, 20.539047011177313
235, 0.275, 0.45, 0.492875, 0.475, 0.55, 0.7, 19.759074921597374
236, 0.325, 0.45, 0.49675, 0.5, 0.55, 0.65, 20.57051933071769
237, 0.3, 0.425, 0.495625, 0.5, 0.55, 0.7, 20.54290828646139
238, 0.25, 0.45, 0.4955, 0.5, 0.55, 0.725, 20.5568304470944
239, 0.3, 0.45, 0.50175, 0.5, 0.55, 0.725, 20.581652444558905
240, 0.225, 0.44375, 0.49524999999999997, 0.5, 0.55, 0.75, 20.54518963850072
241, 0.275, 0.45, 0.507, 0.5, 0.575, 0.7, 20.618908021569105
242, 0.3, 0.45, 0.5037499999999999, 0.5, 0.55, 0.775, 20.615589317397216
243, 0.275, 0.45, 0.508375, 0.525, 0.55, 0.725, 21.464691645135503
244, 0.275, 0.425, 0.499, 0.5, 0.55, 0.75, 20.533605665286007
245, 0.3, 0.45, 0.51, 0.525, 0.55625, 0.75, 21.509843524054002
246, 0.3, 0.45, 0.50675, 0.5, 0.55, 0.725, 20.595043690557244
247, 0.25, 0.45, 0.495625, 0.5, 0.55, 0.7, 20.553487867456234
248, 0.2, 0.45, 0.50475, 0.5, 0.575, 0.75, 20.85203809410163
249, 0.3, 0.45, 0.5037499999999999, 0.5, 0.55, 0.75, 20.58648095881243
250, 0.275, 0.45, 0.51625, 0.525, 0.575, 0.7, 21.54464833645229
251, 0.275, 0.45, 0.5095, 0.5125, 0.575, 0.7, 21.102665013183803
252, 0.275, 0.45, 0.5158750000000001, 0.525, 0.575, 0.725, 21.53947998634482
253, 0.25, 0.44375, 0.498625, 0.5, 0.55, 0.75, 20.588092493037088
254, 0.225, 0.45, 0.51425, 0.5125, 0.575, 0.7, 21.121032046030024
255, 0.325, 0.45, 0.499125, 0.5, 0.55, 0.825, 20.5805987842705
256, 0.325, 0.45, 0.508375, 0.5, 0.55, 0.725, 20.684258563572424
257, 0.3, 0.45, 0.495875, 0.5, 0.55, 0.675, 20.599280343583633
258, 0.3, 0.45, 0.508625, 0.5, 0.575, 0.75, 20.61168088219742
259, 0.325, 0.45, 0.506625, 0.5, 0.575, 0.725, 20.63628583550304
260, 0.3, 0.45, 0.49850000000000005, 0.5, 0.55, 0.75, 20.560544587990286
261, 0.275, 0.45, 0.502125, 0.5, 0.55, 0.7, 20.722099165682543
262, 0.275, 0.45, 0.502, 0.5, 0.55, 0.675, 20.63637908575893
263, 0.325, 0.45, 0.503375, 0.5, 0.55, 0.75, 20.60243453235725
264, 0.3, 0.45, 0.5055, 0.5, 0.55, 0.725, 20.57655379052556
265, 0.35, 0.45, 0.5081249999999999, 0.5, 0.55, 0.725, 20.634699124047096
266, 0.25, 0.45, 0.503625, 0.525, 0.55, 0.675, 21.427792515192962
267, 0.325, 0.45, 0.502, 0.5, 0.55, 0.7, 20.629677245903146
268, 0.275, 0.45, 0.50075, 0.5, 0.55, 0.725, 20.53907611984178
269, 0.275, 0.45, 0.495375, 0.5, 0.55, 0.7, 20.567776498265495
270, 0.275, 0.425, 0.48975, 0.5, 0.55, 0.675, 20.498331108984207
271, 0.3, 0.45, 0.49487500000000006, 0.5, 0.55, 0.75, 20.580348314108754
272, 0.275, 0.45, 0.49437499999999995, 0.5, 0.55, 0.75, 20.51204420433326
273, 0.3, 0.45, 0.5025000000000001, 0.5, 0.55, 0.7, 20.52915278747186
274, 0.3, 0.44375, 0.49800000000000005, 0.5, 0.55, 0.675, 20.679862663815882
275, 0.3, 0.45, 0.49574999999999997, 0.5, 0.55, 0.65, 20.592917381658268
276, 0.3, 0.45, 0.5045, 0.5, 0.55, 0.7, 20.606389066747816
277, 0.3, 0.45, 0.504875, 0.5, 0.55, 0.7, 20.69317054565336
278, 0.275, 0.45, 0.50325, 0.5, 0.55, 0.725, 20.659391568587704
279, 0.3, 0.45, 0.49450000000000005, 0.5, 0.55, 0.75, 20.545839030351075
280, 0.3, 0.45, 0.48912500000000003, 0.475, 0.55, 0.725, 19.622888462488966
281, 0.3, 0.45, 0.49924999999999997, 0.5, 0.55, 0.725, 20.55067899867955
282, 0.3, 0.44375, 0.4925, 0.5, 0.55, 0.775, 20.5358859821241
283, 0.275, 0.45, 0.499, 0.5, 0.55, 0.7, 20.60633547308636
284, 0.25, 0.45, 0.50275, 0.5, 0.55, 0.725, 20.562810374581943
285, 0.3, 0.45, 0.509375, 0.5, 0.55, 0.775, 20.704854479784206
286, 0.3, 0.45, 0.5001249999999999, 0.5, 0.55, 0.75, 20.565269849177835
287, 0.3, 0.45, 0.5015, 0.5, 0.55, 0.725, 20.591506519414065
288, 0.275, 0.425, 0.49474999999999997, 0.5, 0.55, 0.75, 20.526601324166254
289, 0.325, 0.425, 0.49974999999999997, 0.5, 0.55, 0.775, 20.616900673699043
290, 0.275, 0.45, 0.5075000000000001, 0.5, 0.575, 0.725, 20.6665466260034
291, 0.3, 0.45, 0.5025000000000001, 0.5, 0.55, 0.7, 20.52912927847946
292, 0.325, 0.45, 0.507, 0.5, 0.575, 0.725, 20.63203849024382
293, 0.35, 0.45, 0.5091249999999999, 0.5, 0.575, 0.7, 20.583941965250048
294, 0.325, 0.45, 0.51475, 0.525, 0.55, 0.75, 21.57100808239987
295, 0.3, 0.45, 0.5025000000000001, 0.5, 0.55625, 0.725, 20.659424149475043
296, 0.25, 0.45, 0.49225, 0.5, 0.55, 0.675, 20.439067413325876
297, 0.325, 0.45, 0.507625, 0.5, 0.575, 0.75, 20.55611317166003
298, 0.275, 0.45, 0.50725, 0.5, 0.55, 0.75, 20.66168054671045
299, 0.275, 0.45, 0.50875, 0.5, 0.55625, 0.7, 20.6658003829685
300, 0.3, 0.45, 0.514, 0.525, 0.575, 0.725, 21.442737787306044
301, 0.25, 0.45, 0.507125, 0.5, 0.55, 0.725, 20.628985048053064
302, 0.3, 0.45, 0.5118750000000001, 0.525, 0.575, 0.675, 21.444066978241526
303, 0.25, 0.45, 0.50675, 0.5, 0.55, 0.725, 20.67594300168115
304, 0.275, 0.45, 0.50125, 0.5, 0.55, 0.775, 20.550083410586055
305, 0.3, 0.45, 0.502125, 0.5, 0.55, 0.7, 20.656251535721665
306, 0.3, 0.45, 0.512375, 0.525, 0.55, 0.8, 21.573664940839727
307, 0.275, 0.475, 0.517125, 0.525, 0.575, 0.725, 21.526203077920883
308, 0.325, 0.45, 0.501, 0.5, 0.55, 0.775, 20.582802939881617
309, 0.225, 0.45, 0.502875, 0.5, 0.575, 0.7, 20.686787910027103
310, 0.175, 0.45, 0.49787499999999996, 0.5, 0.55, 0.675, 20.62611886907974
311, 0.3, 0.44375, 0.50125, 0.5, 0.55, 0.75, 20.62090442727235
312, 0.325, 0.45, 0.51325, 0.5, 0.575, 0.7, 20.84561193140435
313, 0.325, 0.45, 0.517, 0.525, 0.575, 0.725, 21.522738618645526
314, 0.275, 0.45, 0.505625, 0.5, 0.575, 0.7, 20.607997201254697
315, 0.325, 0.45, 0.504875, 0.5, 0.55, 0.775, 20.60765213504041
316, 0.3, 0.45, 0.49387499999999995, 0.5, 0.55, 0.7, 20.48938809510092
317, 0.125, 0.425, 0.496625, 0.5, 0.55, 0.725, 20.66345214869667
318, 0.3, 0.45, 0.49775, 0.5, 0.55, 0.725, 20.504505515976952
319, 0.275, 0.425, 0.49487500000000006, 0.5, 0.55, 0.725, 20.519478673005004
320, 0.3, 0.45, 0.495125, 0.4875, 0.55, 0.75, 20.02181002572047
321, 0.3, 0.45, 0.501875, 0.5, 0.55, 0.725, 20.57748468201988
