Generation, Worst, Lower Quartile, Mean, Median, Upper Quartile, Best, Median Fitness
322, 0.325, 0.425, 0.497, 0.5, 0.55, 0.725, 20.580502274999443
323, 0.275, 0.475, 0.5155000000000001, 0.525, 0.575, 0.725, 21.5665150941679
324, 0.275, 0.475, 0.51425, 0.525, 0.575, 0.7, 21.494389149195012
325, 0.225, 0.45, 0.492875, 0.5, 0.55, 0.775, 20.513819371945154
326, 0.275, 0.46875, 0.509875, 0.5, 0.575, 0.725, 20.744651409348123
327, 0.25, 0.45, 0.507, 0.5, 0.575, 0.725, 20.579800065875958
328, 0.275, 0.45, 0.5091249999999999, 0.525, 0.575, 0.75, 21.50402594173927
329, 0.325, 0.45, 0.50625, 0.5, 0.55, 0.75, 20.70820856754387
330, 0.275, 0.45, 0.501375, 0.5, 0.55, 0.725, 20.57616771286684
331, 0.3, 0.45, 0.51125, 0.525, 0.575, 0.725, 21.45986574435426
332, 0.25, 0.45, 0.5002500000000001, 0.5, 0.55, 0.725, 20.59931768087511
333, 0.325, 0.45, 0.5113749999999999, 0.5, 0.575, 0.75, 20.69781666672402
334, 0.25, 0.45, 0.50475, 0.5, 0.55, 0.725, 20.64329767520111
335, 0.3, 0.425, 0.4925, 0.475, 0.55, 0.7, 19.756686368513165
336, 0.325, 0.45, 0.496125, 0.5, 0.55, 0.675, 20.53861424906765
337, 0.25, 0.44375, 0.496375, 0.5, 0.55, 0.775, 20.603468164034524
338, 0.3, 0.45, 0.501125, 0.5, 0.55, 0.725, 20.629441030252952
339, 0.3, 0.45, 0.510125, 0.5, 0.55625, 0.75, 20.705528170922378
340, 0.275, 0.45, 0.49800000000000005, 0.5, 0.55, 0.75, 20.48553756870556
341, 0.3, 0.425, 0.4915, 0.5, 0.55, 0.7, 20.49640209533137
342, 0.3, 0.45, 0.508, 0.5, 0.575, 0.675, 20.671316641309993
343, 0.325, 0.45, 0.501, 0.5, 0.55, 0.675, 20.575830082469388
344, 0.3, 0.45, 0.50525, 0.5, 0.55, 0.7, 20.570153374557073
345, 0.225, 0.45, 0.50275, 0.5, 0.55, 0.65, 20.577855232923458
346, 0.275, 0.475, 0.514125, 0.525, 0.575, 0.775, 21.55031106417245
347, 0.275, 0.475, 0.512875, 0.5, 0.55, 0.775, 20.818280272396862
348, 0.25, 0.45, 0.501625, 0.5, 0.55, 0.7, 20.56299416480723
349, 0.275, 0.45, 0.508875, 0.5, 0.575, 0.8, 20.64018721559551
350, 0.275, 0.45, 0.510375, 0.525, 0.575, 0.725, 21.49011455209407
351, 0.25, 0.45, 0.5105000000000001, 0.525, 0.575, 0.7, 21.507440968830764
352, 0.225, 0.45, 0.49675, 0.5, 0.55, 0.675, 20.56964727557385
353, 0.3, 0.45, 0.5041249999999999, 0.5, 0.55, 0.7, 20.59691346669612
354, 0.3, 0.475, 0.517625, 0.525, 0.575, 0.725, 21.517667146822784
355, 0.325, 0.45, 0.5075000000000001, 0.5, 0.55625, 0.725, 20.707964993381395
356, 0.275, 0.45, 0.49824999999999997, 0.5, 0.55, 0.725, 20.579208587249617
357, 0.2, 0.45, 0.496625, 0.5, 0.55, 0.7, 20.543748301913478
358, 0.275, 0.425, 0.49050000000000005, 0.5, 0.55, 0.75, 20.432728657546463
359, 0.3, 0.45, 0.509, 0.5, 0.55, 0.725, 20.724919368365036
360, 0.3, 0.475, 0.51425, 0.525, 0.55625, 0.725, 21.436232800727993
361, 0.3, 0.45, 0.509375, 0.5, 0.575, 0.7, 20.758506331017195
362, 0.25, 0.45, 0.5091249999999999, 0.5, 0.575, 0.725, 20.71388770256477
363, 0.3, 0.475, 0.517625, 0.525, 0.575, 0.7, 21.51890383459407
364, 0.325, 0.45, 0.511625, 0.525, 0.575, 0.75, 21.50812243351416
365, 0.3, 0.45, 0.49387499999999995, 0.5, 0.55, 0.7, 20.561874766012266
366, 0.3, 0.44375, 0.49375, 0.5, 0.55, 0.7, 20.57367030535672
367, 0.275, 0.45, 0.502, 0.5, 0.55, 0.7, 20.608212844981516
368, 0.275, 0.45, 0.503625, 0.5, 0.55, 0.7, 20.624323654182838
369, 0.3, 0.45, 0.5078750000000001, 0.5, 0.575, 0.725, 20.628606647448663
370, 0.225, 0.45, 0.50225, 0.5, 0.575, 0.8, 20.57001266189496
371, 0.275, 0.45, 0.504, 0.5, 0.55, 0.7, 20.630044303609676
372, 0.3, 0.45, 0.5002500000000001, 0.5, 0.55, 0.675, 20.576295115235517
373, 0.225, 0.45, 0.50275, 0.5, 0.55, 0.725, 20.613608646926103
374, 0.275, 0.45, 0.49749999999999994, 0.5, 0.55, 0.7, 20.646247918129163
375, 0.25, 0.45, 0.509875, 0.5125, 0.55, 0.725, 21.15847697741066
376, 0.3, 0.45, 0.503375, 0.5, 0.55, 0.725, 20.56247344050057
377, 0.25, 0.475, 0.5091249999999999, 0.525, 0.55, 0.7, 21.460748430920148
378, 0.325, 0.45, 0.49874999999999997, 0.5, 0.55, 0.725, 20.554374990303366
379, 0.275, 0.45, 0.496125, 0.5, 0.55, 0.8, 20.37686388802911
380, 0.3, 0.45, 0.5038750000000001, 0.5, 0.55, 0.675, 20.587597346862335
381, 0.275, 0.45, 0.5075000000000001, 0.5, 0.575, 0.725, 20.612382011121262
382, 0.275, 0.45, 0.501375, 0.5, 0.55, 0.725, 20.611614913648822
383, 0.275, 0.45, 0.502125, 0.5, 0.55, 0.675, 20.693422242435553
384, 0.3, 0.45, 0.507, 0.5, 0.575, 0.75, 20.63221278094735
385, 0.275, 0.45, 0.50125, 0.5, 0.55, 0.7, 20.587549182714454
386, 0.275, 0.45, 0.5081249999999999, 0.5, 0.575, 0.7, 20.709326805979053
387, 0.325, 0.45, 0.507125, 0.525, 0.55, 0.725, 21.520714993695474
388, 0.325, 0.45, 0.5078750000000001, 0.5, 0.55, 0.7, 20.72148616225242
389, 0.3, 0.45, 0.508, 0.5, 0.55, 0.725, 20.614133938755582
390, 0.3, 0.45, 0.500625, 0.5, 0.55, 0.725, 20.65560878987904
391, 0.25, 0.45, 0.504625, 0.5, 0.55, 0.75, 20.640440297596676
392, 0.3, 0.45, 0.50625, 0.5, 0.55, 0.7, 20.719864632261178
393, 0.25, 0.45, 0.502625, 0.5, 0.575, 0.7, 20.633653636351564
394, 0.275, 0.45, 0.505875, 0.5, 0.575, 0.75, 20.63945646820983
395, 0.3, 0.425, 0.486625, 0.475, 0.55, 0.775, 19.626540139920465
396, 0.25, 0.45, 0.491, 0.4875, 0.55, 0.725, 20.05376900726028
397, 0.325, 0.45, 0.502375, 0.5, 0.55, 0.725, 20.59104837955789
398, 0.25, 0.45, 0.50525, 0.5, 0.55625, 0.7, 20.69046973192919
399, 0.225, 0.45, 0.500625, 0.5, 0.55, 0.725, 20.593834623545014
400, 0.275, 0.45, 0.504625, 0.5, 0.55, 0.7, 20.653596354948235
401, 0.25, 0.45, 0.505, 0.5, 0.55, 0.75, 20.72782010230587
402, 0.3, 0.45, 0.505625, 0.5, 0.55, 0.75, 20.582650080630422
403, 0.275, 0.45, 0.505875, 0.5, 0.55, 0.775, 20.787812647574558
404, 0.275, 0.45, 0.5091249999999999, 0.525, 0.55625, 0.75, 21.44329477857147
405, 0.325, 0.45, 0.51225, 0.5125, 0.575, 0.7, 21.230151790643752
406, 0.3, 0.45, 0.51425, 0.5, 0.55, 0.725, 20.773810226761086
407, 0.325, 0.45, 0.5045, 0.5, 0.55, 0.675, 20.730312146849975
408, 0.3, 0.45, 0.507625, 0.5, 0.55, 0.75, 20.60152258030488
409, 0.3, 0.475, 0.5125, 0.5125, 0.575, 0.675, 21.145932991787014
410, 0.325, 0.45, 0.5205, 0.525, 0.575, 0.725, 21.59388100844733
411, 0.3, 0.45, 0.5115000000000001, 0.525, 0.575, 0.7, 21.482377825709293
412, 0.35, 0.475, 0.516875, 0.525, 0.575, 0.7, 21.500870415166858
413, 0.3, 0.475, 0.511625, 0.5, 0.575, 0.7, 20.70019276905153
414, 0.3, 0.475, 0.5198750000000001, 0.525, 0.575, 0.7, 21.476427865242897
415, 0.3, 0.45, 0.507375, 0.5, 0.55, 0.725, 20.66060377674166
416, 0.3, 0.475, 0.51675, 0.5125, 0.575, 0.775, 21.18099764813659
417, 0.35, 0.45, 0.513, 0.525, 0.575, 0.675, 21.480608264733025
418, 0.275, 0.475, 0.513875, 0.5, 0.575, 0.7, 20.72853071020645
419, 0.275, 0.45, 0.505, 0.5, 0.575, 0.675, 20.702614277372447
420, 0.275, 0.45, 0.515, 0.525, 0.575, 0.75, 21.553416754978965
421, 0.3, 0.45, 0.499, 0.5, 0.55, 0.675, 20.589234997946942
422, 0.25, 0.45, 0.502875, 0.5, 0.55, 0.725, 20.661510420517015
423, 0.275, 0.45, 0.510625, 0.5, 0.575, 0.75, 20.68639764915855
424, 0.3, 0.45, 0.50925, 0.5, 0.55625, 0.675, 20.752705166009598
425, 0.275, 0.45, 0.51675, 0.525, 0.575, 0.8, 21.571332319205617
426, 0.25, 0.475, 0.5153749999999999, 0.525, 0.575, 0.775, 21.591630952601644
427, 0.3, 0.45, 0.5065000000000001, 0.5, 0.55, 0.775, 20.670206906927753
428, 0.275, 0.45, 0.50125, 0.5, 0.55, 0.7, 20.632107080710306
429, 0.275, 0.45, 0.507625, 0.5, 0.55, 0.7, 20.740407519677568
430, 0.3, 0.45, 0.511625, 0.525, 0.575, 0.8, 21.556886213917824
431, 0.3, 0.45, 0.506125, 0.5, 0.575, 0.775, 20.685723239194907
432, 0.325, 0.475, 0.52, 0.525, 0.575, 0.725, 21.429938907604267
433, 0.275, 0.45, 0.50875, 0.5, 0.575, 0.7, 20.693182817657153
434, 0.3, 0.45, 0.51225, 0.525, 0.575, 0.7, 21.56183408491116
435, 0.25, 0.45, 0.50125, 0.5, 0.55, 0.75, 20.608465803590725
436, 0.3, 0.45, 0.504875, 0.5, 0.55, 0.75, 20.596293753935164
437, 0.275, 0.45, 0.504375, 0.5, 0.55, 0.7, 20.693626837123876
438, 0.3, 0.45, 0.5038750000000001, 0.5, 0.55625, 0.775, 20.692254495703082
439, 0.325, 0.45, 0.512375, 0.525, 0.575, 0.725, 21.491765349692898
440, 0.25, 0.45, 0.49725, 0.5, 0.55, 0.7, 20.548633262525442
441, 0.275, 0.45, 0.51025, 0.5, 0.575, 0.725, 20.716685711465338
442, 0.325, 0.45, 0.510875, 0.5, 0.575, 0.725, 20.58135154693082
443, 0.225, 0.45, 0.49974999999999997, 0.5, 0.55, 0.7, 20.596856453000832
444, 0.325, 0.45, 0.506, 0.5, 0.55, 0.7, 20.663020727967734
445, 0.225, 0.45, 0.509875, 0.5, 0.575, 0.7, 20.759821131653243
446, 0.3, 0.45, 0.50075, 0.5, 0.55, 0.7, 20.620900839285603
447, 0.275, 0.45, 0.516125, 0.525, 0.575, 0.725, 21.582348066325892
448, 0.3, 0.45, 0.50575, 0.5, 0.55625, 0.775, 20.635651794301182
449, 0.275, 0.45, 0.5085, 0.525, 0.55, 0.75, 21.39628782685328
450, 0.3, 0.425, 0.49874999999999997, 0.5, 0.55, 0.7, 20.611862426787354
451, 0.325, 0.45, 0.51375, 0.5, 0.575, 0.75, 20.76510330030573
452, 0.275, 0.475, 0.5207499999999999, 0.525, 0.575, 0.75, 21.602911512953327
453, 0.325, 0.475, 0.5235000000000001, 0.525, 0.575, 0.725, 21.586555481073773
454, 0.3, 0.45, 0.507125, 0.5, 0.575, 0.725, 20.786885565965616
455, 0.275, 0.475, 0.52525, 0.525, 0.575, 0.825, 21.66210157047047
456, 0.325, 0.475, 0.525125, 0.525, 0.575, 0.775, 21.571443958641932
457, 0.275, 0.45, 0.522375, 0.525, 0.575, 0.725, 21.584396094728184
458, 0.325, 0.475, 0.5205, 0.525, 0.575, 0.75, 21.606482464450128
459, 0.3, 0.475, 0.5145, 0.5, 0.575, 0.75, 20.74439582839348
460, 0.25, 0.45, 0.50975, 0.525, 0.575, 0.75, 21.49257977767516
461, 0.3, 0.475, 0.514625, 0.5125, 0.575, 0.75, 21.188957686621855
462, 0.25, 0.45, 0.50825, 0.525, 0.55, 0.775, 21.472690835036826
463, 0.3, 0.475, 0.5233749999999999, 0.525, 0.575, 0.725, 21.647051807729873
464, 0.325, 0.475, 0.52125, 0.525, 0.575, 0.75, 21.54412642476047
465, 0.275, 0.45, 0.5045, 0.5, 0.55625, 0.7, 20.641880599774403
466, 0.325, 0.45, 0.510125, 0.5, 0.55, 0.725, 20.708330435573643
467, 0.325, 0.45, 0.503125, 0.5, 0.55, 0.725, 20.668625687158972
468, 0.3, 0.45, 0.505625, 0.5125, 0.575, 0.775, 21.1293787951969
469, 0.35, 0.45, 0.516, 0.525, 0.575, 0.775, 21.493119213161172
470, 0.325, 0.45, 0.506375, 0.5, 0.55, 0.725, 20.750727364174097
471, 0.275, 0.46875, 0.5191250000000001, 0.525, 0.575, 0.725, 21.57521061611326
472, 0.3, 0.45, 0.5065000000000001, 0.5, 0.575, 0.725, 20.579416957324238
473, 0.25, 0.475, 0.5191250000000001, 0.525, 0.575, 0.8, 21.474334018574304
474, 0.275, 0.475, 0.516, 0.525, 0.55, 0.675, 21.548978452429505
475, 0.325, 0.46875, 0.51725, 0.525, 0.575, 0.725, 21.5322772737602
476, 0.3, 0.45, 0.506, 0.5, 0.575, 0.7, 20.576573179636043
477, 0.275, 0.45, 0.519, 0.525, 0.575, 0.775, 21.56845001678017
478, 0.2, 0.45, 0.514625, 0.525, 0.575, 0.775, 21.553793668202815
479, 0.3, 0.46875, 0.521, 0.525, 0.575, 0.75, 21.522621948533065
480, 0.3, 0.45, 0.50975, 0.5, 0.575, 0.725, 20.784566448426816
481, 0.325, 0.45, 0.508875, 0.5, 0.575, 0.725, 20.774890877817445
482, 0.325, 0.475, 0.522, 0.525, 0.575, 0.75, 21.70511846363536
483, 0.3, 0.45, 0.510375, 0.5, 0.575, 0.725, 20.71396410776812
484, 0.325, 0.45, 0.509, 0.5, 0.55625, 0.725, 20.647580265516996
485, 0.25, 0.45, 0.50575, 0.5, 0.55, 0.725, 20.800517790879738
486, 0.25, 0.45, 0.51675, 0.525, 0.575, 0.725, 21.458434998288922
487, 0.325, 0.425, 0.495875, 0.5, 0.55, 0.75, 20.553442357824174
488, 0.35, 0.45, 0.5131249999999999, 0.5, 0.55, 0.725, 20.718502931257976
489, 0.3, 0.45, 0.5155000000000001, 0.5125, 0.575, 0.725, 21.118608774622217
490, 0.275, 0.475, 0.51625, 0.525, 0.55625, 0.725, 21.55108327025951
491, 0.3, 0.45, 0.513875, 0.525, 0.575, 0.75, 21.455290834546247
492, 0.3, 0.45, 0.506875, 0.5, 0.575, 0.675, 20.677243609941495
493, 0.3, 0.45, 0.504625, 0.5, 0.55625, 0.7, 20.662389209439386
494, 0.3, 0.45, 0.513875, 0.5, 0.575, 0.775, 20.74019384897536
495, 0.325, 0.45, 0.50725, 0.5, 0.575, 0.775, 20.624413417052036
496, 0.325, 0.45, 0.51025, 0.5, 0.55, 0.775, 20.67594583642449
497, 0.275, 0.475, 0.52525, 0.525, 0.6, 0.725, 21.762814255480436
498, 0.275, 0.475, 0.514875, 0.525, 0.575, 0.75, 21.538298558982493
499, 0.3, 0.46875, 0.511, 0.5, 0.55, 0.7, 20.739795753200998
500, 0.325, 0.45, 0.510375, 0.5, 0.575, 0.75, 20.702165974282472
501, 0.225, 0.45, 0.504375, 0.5, 0.575, 0.7, 20.75344439049115
502, 0.275, 0.45, 0.508625, 0.5, 0.575, 0.675, 20.783722911643096
503, 0.3, 0.45, 0.510125, 0.5, 0.575, 0.7, 20.541555016751804
504, 0.325, 0.475, 0.52275, 0.525, 0.6, 0.75, 21.654263776553417
505, 0.3, 0.45, 0.51725, 0.525, 0.575, 0.725, 21.530676945137984
506, 0.275, 0.45, 0.514625, 0.5125, 0.575, 0.75, 21.18823347921454
507, 0.3, 0.46875, 0.5215, 0.525, 0.575, 0.8, 21.491145415547127
508, 0.275, 0.45, 0.5115000000000001, 0.525, 0.575, 0.75, 21.63927586396094
509, 0.325, 0.475, 0.534, 0.525, 0.575, 0.725, 21.74584994149474
510, 0.3, 0.45, 0.504375, 0.5, 0.55, 0.725, 20.716894800545717
511, 0.275, 0.475, 0.513375, 0.525, 0.575, 0.725, 21.570521952764157
512, 0.25, 0.45, 0.50325, 0.5, 0.55, 0.7, 20.58147520479792
513, 0.325, 0.45, 0.512625, 0.5, 0.55625, 0.7, 20.75593295429514
514, 0.3, 0.45, 0.51375, 0.525, 0.575, 0.75, 21.496380387210827
515, 0.3, 0.45, 0.509, 0.5, 0.575, 0.725, 20.813005982034873
516, 0.325, 0.425, 0.502, 0.5, 0.55, 0.75, 20.59550867931044
517, 0.325, 0.45, 0.507, 0.5, 0.55, 0.725, 20.678933656711184
518, 0.275, 0.45, 0.50925, 0.525, 0.575, 0.7, 21.494187405518666
519, 0.275, 0.45, 0.504375, 0.5, 0.55, 0.725, 20.675522369676155
520, 0.325, 0.45, 0.49524999999999997, 0.5, 0.55, 0.725, 20.54856689470867
521, 0.325, 0.475, 0.51875, 0.525, 0.575, 0.725, 21.562665008322124
522, 0.275, 0.45, 0.5035000000000001, 0.5, 0.55, 0.675, 20.691492823523937
523, 0.325, 0.45, 0.50825, 0.5, 0.575, 0.675, 20.89019079816815
524, 0.3, 0.45, 0.508375, 0.5, 0.55, 0.75, 20.638496457507088
525, 0.35, 0.45, 0.50825, 0.5, 0.575, 0.7, 20.57394106215456
526, 0.325, 0.45, 0.509375, 0.5, 0.55, 0.7, 20.706979392799035
527, 0.25, 0.45, 0.507625, 0.5, 0.575, 0.775, 20.6960292549904
528, 0.325, 0.45, 0.51775, 0.5, 0.575, 0.7, 20.82270498896637
529, 0.25, 0.45, 0.51475, 0.525, 0.575, 0.725, 21.487147356911503
530, 0.325, 0.45, 0.524125, 0.5375, 0.575, 0.725, 22.128383398576737
531, 0.3, 0.45, 0.515125, 0.525, 0.575, 0.8, 21.50993232655702
532, 0.275, 0.46875, 0.5235000000000001, 0.525, 0.575, 0.75, 21.552684147539047
533, 0.3, 0.45, 0.5117499999999999, 0.5, 0.575, 0.775, 20.76930830398773
534, 0.3, 0.475, 0.5193749999999999, 0.525, 0.575, 0.675, 21.591957776371093
535, 0.3, 0.475, 0.528625, 0.525, 0.575, 0.8, 21.60504176481165
536, 0.25, 0.46875, 0.518625, 0.525, 0.575, 0.75, 21.519470066764875
537, 0.225, 0.475, 0.522375, 0.525, 0.575, 0.75, 21.619154628682757
538, 0.3, 0.475, 0.524875, 0.525, 0.575, 0.725, 21.59822090531741
539, 0.325, 0.475, 0.520625, 0.5, 0.575, 0.75, 20.784755807003712
540, 0.3, 0.475, 0.522625, 0.525, 0.575, 0.725, 21.642176224478455
541, 0.275, 0.45, 0.5185, 0.525, 0.575, 0.725, 21.53364103095663
542, 0.35, 0.46875, 0.53175, 0.525, 0.6, 0.75, 21.642554632543362
543, 0.325, 0.46875, 0.516625, 0.525, 0.575, 0.75, 21.426488056046896
544, 0.325, 0.45, 0.519, 0.525, 0.575, 0.775, 21.582376771833648
545, 0.275, 0.475, 0.516875, 0.5, 0.575, 0.725, 20.820961771138556
546, 0.275, 0.45, 0.5153749999999999, 0.5, 0.575, 0.825, 20.69497553017733
547, 0.3, 0.45, 0.513625, 0.525, 0.575, 0.775, 21.352396605609908
548, 0.25, 0.45, 0.51275, 0.525, 0.575, 0.75, 21.463214125906973
549, 0.3, 0.45, 0.508, 0.5, 0.575, 0.75, 20.7631362874882
550, 0.325, 0.45, 0.516375, 0.525, 0.575, 0.75, 21.572548902874075
551, 0.325, 0.475, 0.5315000000000001, 0.525, 0.58125, 0.775, 21.702342919346506
552, 0.325, 0.475, 0.526375, 0.525, 0.575, 0.725, 21.66728215376461
553, 0.3, 0.475, 0.52525, 0.525, 0.575, 0.775, 21.633101295070084
554, 0.3, 0.475, 0.527875, 0.525, 0.575, 0.75, 21.777339683723103
555, 0.325, 0.475, 0.53125, 0.525, 0.575, 0.825, 21.64448132100823
556, 0.275, 0.475, 0.52425, 0.525, 0.575, 0.725, 21.599378020278735
557, 0.25, 0.475, 0.520875, 0.525, 0.575, 0.75, 21.643951530124678
558, 0.3, 0.45, 0.517875, 0.525, 0.575, 0.85, 21.550220561969788
559, 0.325, 0.475, 0.520875, 0.525, 0.575, 0.725, 21.61560023509171
560, 0.25, 0.45, 0.5191250000000001, 0.525, 0.575, 0.8, 21.547587442859236
561, 0.25, 0.45, 0.51375, 0.5, 0.575, 0.75, 20.69367761450274
562, 0.325, 0.475, 0.521, 0.525, 0.6, 0.725, 21.498358008451063
563, 0.3, 0.475, 0.529125, 0.525, 0.575, 0.725, 21.602278550689913
564, 0.325, 0.45, 0.5153749999999999, 0.525, 0.55, 0.725, 21.51822863804087
565, 0.275, 0.45, 0.52225, 0.525, 0.575, 0.775, 21.521534336041828
566, 0.275, 0.45, 0.5215, 0.525, 0.575, 0.725, 21.59594565787709
567, 0.275, 0.475, 0.524, 0.525, 0.575, 0.725, 21.68766044512485
568, 0.325, 0.475, 0.5295, 0.525, 0.575, 0.75, 21.713536607429376
569, 0.275, 0.475, 0.519625, 0.525, 0.575, 0.7, 21.661383332857007
570, 0.325, 0.475, 0.527875, 0.525, 0.575, 0.75, 21.639787511903055
571, 0.3, 0.45, 0.5091249999999999, 0.5, 0.55, 0.75, 20.762596431065035
572, 0.275, 0.475, 0.515125, 0.5125, 0.575, 0.7, 21.18326655145244
573, 0.275, 0.45, 0.510875, 0.5, 0.575, 0.725, 20.677988518874376
574, 0.275, 0.45, 0.5095, 0.5, 0.575, 0.725, 20.65440457640244
575, 0.3, 0.45, 0.52025, 0.525, 0.575, 0.75, 21.549223209825602
576, 0.3, 0.45, 0.5157499999999999, 0.525, 0.575, 0.7, 21.650557980773613
577, 0.325, 0.46875, 0.513875, 0.525, 0.575, 0.7, 21.49821927574313
578, 0.3, 0.475, 0.5269999999999999, 0.525, 0.6, 0.75, 21.695937442371196
579, 0.275, 0.45, 0.510625, 0.5125, 0.575, 0.725, 21.130479978814204
580, 0.3, 0.45, 0.517125, 0.525, 0.575, 0.7, 21.609204105956877
581, 0.25, 0.475, 0.524375, 0.525, 0.575, 0.775, 21.67686300398372
582, 0.325, 0.475, 0.5207499999999999, 0.5125, 0.575, 0.725, 21.197212101337975
583, 0.275, 0.475, 0.522625, 0.525, 0.575, 0.775, 21.718016122668942
584, 0.225, 0.45, 0.515125, 0.525, 0.55, 0.8, 21.509981184429883
585, 0.275, 0.45, 0.51775, 0.525, 0.575, 0.75, 21.552990528663734
586, 0.325, 0.45, 0.512875, 0.5, 0.575, 0.7, 20.656123397105794
587, 0.325, 0.475, 0.52675, 0.525, 0.575, 0.75, 21.59291240446077
588, 0.3, 0.475, 0.5247499999999999, 0.525, 0.575, 0.725, 21.58649281885357
589, 0.325, 0.475, 0.529125, 0.525, 0.575, 0.8, 21.650478357007206
590, 0.275, 0.45, 0.520125, 0.525, 0.575, 0.75, 21.649196371412174
591, 0.225, 0.475, 0.512375, 0.5, 0.575, 0.725, 20.6413933747289
592, 0.325, 0.475, 0.5205, 0.5, 0.575, 0.775, 20.88124231230394
593, 0.3, 0.475, 0.531625, 0.525, 0.6, 0.8, 21.84254330346721
594, 0.275, 0.45, 0.5185, 0.525, 0.575, 0.75, 21.56634210059995
595, 0.325, 0.45, 0.516125, 0.525, 0.575, 0.75, 21.654552965283646
596, 0.25, 0.45, 0.507375, 0.5, 0.55, 0.725, 20.641339368012492
597, 0.35, 0.45, 0.5205, 0.525, 0.575, 0.7, 21.620927733455467
598, 0.3, 0.45, 0.515125, 0.5, 0.575, 0.75, 20.739568518077903
599, 0.35, 0.45, 0.51775, 0.525, 0.575, 0.725, 21.547410138977547
600, 0.25, 0.475, 0.516, 0.525, 0.575, 0.725, 21.595576889203137
601, 0.275, 0.45, 0.514, 0.5, 0.575, 0.8, 20.67070753311115
602, 0.3, 0.475, 0.522875, 0.525, 0.575, 0.725, 21.59282881368351
603, 0.3, 0.45, 0.518875, 0.525, 0.575, 0.725, 21.549561202501764
604, 0.3, 0.475, 0.523, 0.525, 0.575, 0.7, 21.558844976068542
605, 0.325, 0.45, 0.5155000000000001, 0.525, 0.575, 0.725, 21.52184440190579
606, 0.325, 0.475, 0.532875, 0.525, 0.58125, 0.75, 21.679581331060415
607, 0.3, 0.475, 0.5231250000000001, 0.525, 0.575, 0.7, 21.594314205677023
608, 0.3, 0.475, 0.5175, 0.525, 0.575, 0.775, 21.544001188257596
609, 0.3, 0.45, 0.520875, 0.525, 0.6, 0.8, 21.596371731626093
610, 0.3, 0.475, 0.521125, 0.525, 0.575, 0.75, 21.532902073066165
611, 0.275, 0.45, 0.517125, 0.5, 0.575, 0.725, 20.69434969527871
612, 0.325, 0.45, 0.51925, 0.525, 0.575, 0.725, 21.578086147083326
613, 0.275, 0.45, 0.516125, 0.525, 0.575, 0.75, 21.564443854311833
614, 0.3, 0.45, 0.517625, 0.5, 0.575, 0.775, 20.76800399912651
615, 0.3, 0.45, 0.506125, 0.5, 0.55, 0.725, 20.61386735734977
616, 0.25, 0.475, 0.522375, 0.525, 0.575, 0.725, 21.624002123375547
617, 0.225, 0.46875, 0.517125, 0.525, 0.575, 0.7, 21.595781110025452
618, 0.325, 0.475, 0.516625, 0.525, 0.575, 0.725, 21.44950966605249
619, 0.25, 0.45, 0.521125, 0.5125, 0.575, 0.775, 21.148026055951128
620, 0.35, 0.45, 0.51725, 0.525, 0.575, 0.7, 21.546818352788048
621, 0.3, 0.46875, 0.51675, 0.525, 0.575, 0.725, 21.571259805385044
622, 0.3, 0.475, 0.521125, 0.5, 0.575, 0.775, 20.86174127256413
623, 0.275, 0.475, 0.516125, 0.525, 0.575, 0.725, 21.535778851911918
624, 0.3, 0.45, 0.516625, 0.5, 0.575, 0.75, 20.740223829120044
625, 0.275, 0.45, 0.51225, 0.525, 0.575, 0.75, 21.497718528278526
626, 0.275, 0.475, 0.521625, 0.525, 0.575, 0.75, 21.602590566529052
627, 0.25, 0.45, 0.514875, 0.525, 0.575, 0.675, 21.588636144395664
628, 0.35, 0.475, 0.529125, 0.525, 0.575, 0.725, 21.726814431848048
629, 0.3, 0.475, 0.524375, 0.525, 0.575, 0.75, 21.56740511727
630, 0.3, 0.45, 0.512875, 0.525, 0.575, 0.7, 21.428075514358046
631, 0.275, 0.45, 0.509, 0.5, 0.575, 0.75, 20.658572338092874
632, 0.325, 0.45, 0.511, 0.5125, 0.55625, 0.725, 21.095023867830506
633, 0.3, 0.45, 0.50825, 0.525, 0.575, 0.725, 21.4538191208727
634, 0.3, 0.425, 0.499, 0.5, 0.55, 0.7, 20.592164633371198
635, 0.275, 0.425, 0.49000000000000005, 0.5, 0.55, 0.675, 20.520175291186533
636, 0.3, 0.45, 0.50875, 0.5, 0.55, 0.825, 20.75279081124719
637, 0.3, 0.45, 0.49675, 0.5, 0.55, 0.7, 20.56156459996143
638, 0.25, 0.45, 0.5085, 0.5125, 0.55, 0.75, 21.09384160189125
639, 0.3, 0.45, 0.5051249999999999, 0.5, 0.55, 0.7, 20.676427286207367
640, 0.275, 0.45, 0.507125, 0.5, 0.55, 0.725, 20.651121348992234
641, 0.275, 0.45, 0.51225, 0.5125, 0.55, 0.75, 21.232389172742153
642, 0.275, 0.45, 0.508875, 0.5, 0.55, 0.75, 20.651216711762753
643, 0.25, 0.45, 0.501375, 0.5, 0.55, 0.75, 20.539772459595387
644, 0.325, 0.475, 0.5191250000000001, 0.525, 0.575, 0.825, 21.494946828955293
645, 0.275, 0.45, 0.5085, 0.525, 0.575, 0.775, 21.42699876812094
646, 0.275, 0.45, 0.5037499999999999, 0.5, 0.55, 0.75, 20.61453757799362
647, 0.325, 0.45, 0.510375, 0.525, 0.55625, 0.7, 21.36660568699931
