Generation, Worst, Lower Quartile, Mean, Median, Upper Quartile, Best
66, 0.26066935035993166, 0.4900668240858142, 0.5510685452783665, 0.5457543130241469, 0.6170785868715132, 0.8288679355999445
67, 0.25828944093973705, 0.4876611933320173, 0.5429081321070371, 0.5420192761513238, 0.5961998844861278, 0.9039576085796744
68, 0.23357816876535886, 0.4876394340567116, 0.5471790314450259, 0.5429735815012581, 0.6146483115415038, 0.7987085887076993
69, 0.2873986076048931, 0.48980764860098064, 0.5481000316686171, 0.5426036003604375, 0.6161440462176138, 0.9022912142340586
70, 0.25994703852315454, 0.48861641399358957, 0.5462187218840914, 0.542403373572818, 0.6125892417486811, 0.8593971413934851
71, 0.3098516043194971, 0.4838502187765973, 0.5450842489995552, 0.5431710694377292, 0.6129284303945977, 0.8251155397329141
72, 0.23185494161725936, 0.4909215902634866, 0.5501752475459555, 0.542944654777456, 0.6140118293283365, 0.8294281335918932
73, 0.25627852945244495, 0.4887623822880687, 0.549625236917262, 0.5426813436348474, 0.6156031051208511, 0.8525520369841866
74, 0.3067992868244528, 0.4885059758950865, 0.5483252321704333, 0.542468636552563, 0.6174956331898682, 0.8290187343732628
75, 0.203966431757345, 0.49049165876209366, 0.5502286994986091, 0.5445481769424843, 0.6161614584391666, 0.9250047175400192
76, 0.28148334245669515, 0.48846032501892395, 0.5483035077878469, 0.5420949877629277, 0.6140775831550943, 0.8791737881484695
77, 0.28173609067675187, 0.4917050912766136, 0.5537984879095819, 0.5468544126568424, 0.615276552696771, 0.7984688366343183
78, 0.28521229755305183, 0.4886416811511859, 0.5485680056216744, 0.5428876996055664, 0.6015095422200221, 0.8590272597061155
79, 0.20523185069046845, 0.48689224834207395, 0.5429510896982755, 0.5410350787437354, 0.5999524457197587, 0.9518275736615986
80, 0.25644765930129376, 0.48879076241083386, 0.5475538150665272, 0.5419774653561814, 0.6138209902234786, 0.8055079456917005
81, 0.2576564281293391, 0.48773441322149597, 0.5496662535895103, 0.5439532939416246, 0.6174753850284564, 0.8961590474450398
82, 0.23187650542278612, 0.486289255533248, 0.545757749421318, 0.5426256649287975, 0.6159543252592413, 0.8505194871586926
83, 0.2588770348829311, 0.4896211555746869, 0.5487546896956192, 0.5432528757895397, 0.6144964293491177, 0.8294320284790576
84, 0.2853381421135626, 0.48889261903597914, 0.5496414887090443, 0.543719933139044, 0.6162803036749636, 0.7998873830550297
85, 0.2841831463515955, 0.4906142677088595, 0.5562066932440234, 0.5479080504313416, 0.6183322584873296, 0.9281850385593804
86, 0.30744431092045865, 0.4898534099467556, 0.5532165053686298, 0.5465381589568807, 0.6175703761313063, 0.8763708716251919
87, 0.3090546858658137, 0.48856352275516796, 0.5508540591861724, 0.5440500185475541, 0.617574647448707, 0.8219809885000637
88, 0.28404544203986115, 0.48954930330008334, 0.5519340866467671, 0.5442932939238021, 0.616852644200915, 0.846245905457379
89, 0.28282607152932054, 0.48986317405418733, 0.5500932077275202, 0.5430939334341296, 0.6154006045278944, 0.8201510535400734
90, 0.28132334606338816, 0.4886762792753081, 0.546439865994893, 0.5428050071943326, 0.5974467084058096, 0.8466723034911713
91, 0.28444760373295497, 0.4893653182599545, 0.5510463541033086, 0.5488086396280888, 0.6173073890815649, 0.8239307593611791
92, 0.3058112856692625, 0.4910750281127957, 0.5563413855466037, 0.5537314640145141, 0.6193868663182399, 0.8550770944945381
93, 0.2802581141712679, 0.4910628324556073, 0.5565786637215978, 0.545365115247284, 0.6180211129303617, 0.8532056291884116
94, 0.3076252429640809, 0.4940998226975619, 0.5640080610871823, 0.5659159032915154, 0.6210979498249254, 0.8568545152359943
95, 0.2831272329786995, 0.49159892733627064, 0.561655002836537, 0.5653666344077735, 0.6213424644129638, 0.8271133627180717
96, 0.20803357588490531, 0.49192736073673976, 0.55923277821017, 0.5628150792255509, 0.6199587839061509, 0.8516789109175364
97, 0.25848043759089645, 0.49258245682514434, 0.5614847886478607, 0.5637902440065214, 0.6216681004201553, 0.8484197662134486
98, 0.28134730685029463, 0.489048592707363, 0.555895613017384, 0.5483479400072978, 0.6205502742396881, 0.8546969828821215
99, 0.283056009554378, 0.49105663138061484, 0.557114160461424, 0.5653050748381987, 0.6192275299114185, 0.8268998197668191
100, 0.25845166440184386, 0.4919447471536123, 0.5590260731362994, 0.5644092614774149, 0.6189001721345513, 0.9010877854100862
101, 0.2829978600580828, 0.4898195218653888, 0.5518353878043492, 0.5439144235576274, 0.6166852176397828, 0.8501203826288064
102, 0.258759407249997, 0.4904560180595712, 0.5530917850142935, 0.5633190450762962, 0.6167808173612158, 0.8757148318170282
103, 0.3077601358036251, 0.4907283577077569, 0.5548428526072552, 0.5457734991622656, 0.6180796399044729, 0.798822118207529
104, 0.25593676951420047, 0.4886094825306288, 0.5503610597746205, 0.5438287687882484, 0.6174363569086678, 0.9209602107785898
105, 0.306671715631761, 0.49135534616528737, 0.5569507484864247, 0.5627126478690905, 0.6188612981086672, 0.9034800157521256
106, 0.28689626940936686, 0.4906434392094736, 0.5553028422990582, 0.5610083605883709, 0.6180635541864404, 0.8506294109245441
107, 0.25630490645082055, 0.49377243796699305, 0.5565379177836683, 0.5632886567992111, 0.618248277429728, 0.8037774345906243
108, 0.3082850719882718, 0.4898029655186599, 0.5562825715577062, 0.5632135050875011, 0.6183823758131659, 0.8238087310863884
109, 0.3339788293428208, 0.4936474783501021, 0.5603068093722896, 0.5651513045136946, 0.6186310084340688, 0.8502934734433854
110, 0.3066322534865617, 0.49360728649323793, 0.5619335990938283, 0.5656126497701874, 0.6210359725237546, 0.8476996337160516
111, 0.30524205773925345, 0.4928413232904017, 0.561430723555095, 0.5651095121793396, 0.6198389442349155, 0.8539802639273308
112, 0.28762310840172556, 0.49215900422676373, 0.5636846100461328, 0.5659355854071256, 0.6227601530457181, 0.8275271859968354
113, 0.25413308087918546, 0.491829378966519, 0.5584625664612086, 0.5644277771846026, 0.6198322029317684, 0.8801194605063378
114, 0.30655862652244303, 0.5114187029110225, 0.5646994557125538, 0.5664881146666609, 0.6235975946998652, 0.8515903530278909
115, 0.3071534716977569, 0.48953495299606037, 0.5598865020391233, 0.5651313782920621, 0.6218118161066275, 0.8277920499767578
116, 0.33415847839297574, 0.4919515180239774, 0.5614675066985447, 0.5642036591857127, 0.619719447153068, 0.8482375171211576
117, 0.2594151745773059, 0.4912955716994999, 0.5582686269172298, 0.562713428173456, 0.6200478296758648, 0.8527478611047188
118, 0.30904327427365036, 0.4926146795801111, 0.5602408532241434, 0.5646300137550014, 0.619046838093235, 0.8241957484681979
119, 0.2810776410869063, 0.4906168903740461, 0.5568303587545567, 0.5641662683931031, 0.6196742401099821, 0.8279767040320399
120, 0.28380246123802283, 0.4924890453004768, 0.5569958602169062, 0.5603675285371164, 0.6177889083228729, 0.8996171469330456
121, 0.25658145047293734, 0.5121076314784326, 0.5628014560103856, 0.5664163124127752, 0.6200201306107301, 0.8243211338119796
122, 0.3082913669534932, 0.4919915772226357, 0.5607868141533636, 0.5651722071110005, 0.6208983657964535, 0.8280554143535728
123, 0.20579560914946254, 0.4903450331889861, 0.5543968406636098, 0.5525195180286587, 0.616791068800856, 0.8249335552982624
124, 0.2575049819144846, 0.49021041767193285, 0.5536262051217279, 0.5628306787106501, 0.6188766548930363, 0.8024766174915902
125, 0.30689247983906953, 0.48871548710898144, 0.5532692684255972, 0.543381939504713, 0.6175321521138184, 0.8839832476711917
126, 0.2819268060766512, 0.49184532141284265, 0.5589408419579887, 0.5643869392667437, 0.6204176557589727, 0.8296851906355764
127, 0.28440411936827925, 0.4929708762491005, 0.5607925065756261, 0.565411000976076, 0.6201835476042097, 0.8258585383175561
128, 0.305483169980723, 0.48938740331785846, 0.5551561636230008, 0.548034593874192, 0.6188943280951591, 0.8271796294826428
129, 0.28321705924557866, 0.4942630359935265, 0.5637797181185945, 0.5670429856352381, 0.621680651166556, 0.8256801871488637
130, 0.28203734544559195, 0.4933189792646111, 0.5621182415413729, 0.5647174745512902, 0.6215732050130672, 0.8318247681468902
131, 0.28280778305403464, 0.4931607129409602, 0.5648635024977071, 0.566892621249916, 0.6226794713206789, 0.8519015978563276
132, 0.28161003866414275, 0.4923433929143455, 0.5619786853801443, 0.5662095773492174, 0.6203715648818348, 0.8478726594492192
133, 0.25682098382070284, 0.5115458073712363, 0.5630286535143767, 0.5659082050190323, 0.6201844178959367, 0.8278326839209555
134, 0.30969673702684264, 0.4919564671216413, 0.5611764395001286, 0.5654712346341186, 0.6213492451371542, 0.8045127102492758
135, 0.2572246992512873, 0.49341303507817563, 0.5617234959745593, 0.5655570688751055, 0.6203207733394308, 0.8463502289054375
136, 0.3083209264845982, 0.4926269461927351, 0.5599522997744477, 0.5652743067426587, 0.621435722159886, 0.8031609834743666
137, 0.2571247376358598, 0.5103978707177038, 0.5634151080675218, 0.5668108700946503, 0.6199980800884892, 0.9043417196250623
138, 0.2581848946930757, 0.5127898952686388, 0.5651592072806503, 0.5660269511550502, 0.6204988645099192, 0.8274433701880369
139, 0.28527998464596926, 0.5045836054434979, 0.5644968537068673, 0.5660362773218963, 0.6232474807625324, 0.8471200959422397
140, 0.2832236245585417, 0.5148991757810261, 0.5734076456582899, 0.5697328773319301, 0.6263701650809725, 0.8276743441365009
141, 0.28631018678667586, 0.5135007297004306, 0.5697134505037752, 0.5668313584526041, 0.6399461105671909, 0.8539944248422959
142, 0.30690017404911074, 0.5146130584771885, 0.5726548007664447, 0.5704486328794728, 0.626773120617784, 0.8240991708132585
143, 0.2846575524636626, 0.49324094251760997, 0.566187486668769, 0.566693142786334, 0.624486672848841, 0.8714362422218217
144, 0.30749561776849416, 0.5134000921779533, 0.5708918913190584, 0.5675101747575508, 0.6413923242044142, 0.853595079732472
145, 0.2588537723693355, 0.5123310686529746, 0.5663930008041583, 0.5668990999754364, 0.622408281448337, 0.8520025034042963
146, 0.30880082459147723, 0.5146336576706803, 0.5739894160236905, 0.5694002054703919, 0.6300968235684433, 0.8211309321476932
147, 0.3133301704308991, 0.49476548652070396, 0.5697707869847527, 0.5678336294360474, 0.6406658678265235, 0.8519349738318743
148, 0.3341934986606531, 0.510765377028523, 0.5686449755035203, 0.5666878213530496, 0.6396194556017508, 0.8469188224397375
149, 0.25763573032592463, 0.4940314935429666, 0.5683113285818087, 0.5684526964620843, 0.6418186919020761, 0.8562716387989567
150, 0.33375662151196667, 0.4924625404829016, 0.5652202258501852, 0.5663420128402301, 0.6240438971873907, 0.8289295385083026
151, 0.28306321940943374, 0.5112386507693604, 0.5665854114234187, 0.5670486943397466, 0.6213840477996772, 0.8057414997106722
152, 0.25682748420971674, 0.5123181393582634, 0.5661325012297791, 0.5672416528671613, 0.6244042603684996, 0.8550817524012194
153, 0.30880982493467946, 0.5111715077675031, 0.5699996066527119, 0.568931849831421, 0.6407512904392494, 0.8321499015362163
154, 0.30931248392547417, 0.514881551965614, 0.5749141262037019, 0.5691905663163317, 0.6427676513358506, 0.8475256511312856
155, 0.2835384760630743, 0.514282644668339, 0.5744620818572328, 0.5696447959136198, 0.6424414216606172, 0.8497678462736171
156, 0.25718286940582413, 0.5136992629254291, 0.5745397099577754, 0.5704866084223774, 0.6426913790500512, 0.876688232873235
157, 0.30706212974748726, 0.5104924485389302, 0.5681382201478549, 0.5671386804788205, 0.6242423456981033, 0.8211323333840731
158, 0.30596543467269277, 0.512772200328486, 0.5685034060809908, 0.5680492595163829, 0.6250221340785092, 0.8746764103884759
159, 0.23158228291394062, 0.49441252937393665, 0.564298596083779, 0.5661908974312173, 0.6211696953869152, 0.8321369576735049
160, 0.23440719946738015, 0.5129610168675278, 0.5713337602532298, 0.568780459016615, 0.6396174025467347, 0.8280652509402566
161, 0.3090464136218172, 0.5137715534159213, 0.5747252947107497, 0.5699685589396241, 0.6422680570074192, 0.8547868184585962
162, 0.28573251436250846, 0.5140175066637588, 0.5738168428572098, 0.5694687835662655, 0.6430320472495668, 0.8740321217873823
163, 0.3079322299014987, 0.5172612383802273, 0.5780107370141767, 0.5891623783024192, 0.6427286208021681, 0.8812016630431441
164, 0.3109783190195607, 0.5156573482910264, 0.5807045156620545, 0.5887234516601689, 0.6438139332950563, 0.8291690585513788
165, 0.28657261759175295, 0.5160893322340068, 0.576433863350833, 0.5706475468731596, 0.6439285942451846, 0.8567679521103141
166, 0.2594339806380448, 0.5143125721743695, 0.5680024770365419, 0.5674365767165114, 0.6267473128519587, 0.8737296386499919
167, 0.30754340822931303, 0.49373084869407197, 0.5695352472777809, 0.5689243672050323, 0.6397824375495884, 0.8523086780076786
168, 0.3065849280243423, 0.5134565257920941, 0.5698990101044451, 0.5685550596354186, 0.6414851652525879, 0.8540050814421238
169, 0.281120963315623, 0.5143833832838957, 0.5732190832642484, 0.5697124695308828, 0.6433525621559173, 0.8484856473096942
170, 0.25675412926212676, 0.515118583496257, 0.5731261693526588, 0.5684410957173063, 0.6424235562666731, 0.8309993478129851
171, 0.3083517171998543, 0.5134739567001295, 0.5697965162834044, 0.5670245464777323, 0.6217785365999766, 0.8549692824867069
172, 0.28505498551167946, 0.5158026005121504, 0.5757170098240895, 0.569894867904274, 0.6437170654787252, 0.8553120927690034
173, 0.30911658989086727, 0.514332664316598, 0.573447592695023, 0.5711710597965537, 0.6401397701369629, 0.852534048865099
174, 0.26046191853505885, 0.5138391385361318, 0.5692380309076711, 0.567844451521214, 0.6374682914665944, 0.8761142576384706
175, 0.23384300272776945, 0.514731261394221, 0.5711188146543085, 0.5680999768479225, 0.6396960273162089, 0.8211118648270427
176, 0.3079173109482478, 0.5148914768417697, 0.5714539575473465, 0.5688124625333482, 0.6404531168377282, 0.8789885188719602
177, 0.23197397893308516, 0.5121298862085263, 0.5684480420310628, 0.56807241212469, 0.6224475507003464, 0.8259738880254689
178, 0.2065932793312224, 0.5129456988783281, 0.5695489848004375, 0.5668207077599321, 0.6259681073903313, 0.8326555251986569
179, 0.30557481307152284, 0.5159606480279545, 0.5739539956248972, 0.5690533586749821, 0.6386720200563296, 0.8775536834563805
180, 0.2863400889260667, 0.5156962886471023, 0.5743169852182242, 0.5700590169080961, 0.6389516000148644, 0.8554192255443805
181, 0.30930133421635236, 0.5130508193825779, 0.5711810327689146, 0.5674147612082769, 0.6399248416019467, 0.8575210992192106
182, 0.286454039536281, 0.5132893591305043, 0.573749973001024, 0.5694822960996018, 0.6441257789561878, 0.8340042866308235
183, 0.2858226366038526, 0.5152351369878703, 0.5776257589074476, 0.5703234705121852, 0.6426003563062872, 0.8272101886784758
184, 0.2818158361421891, 0.5123546744591468, 0.5721795050937931, 0.5680214205113601, 0.6430206098297148, 0.852730346143284
185, 0.30636867396153616, 0.496728041972343, 0.5682722690458546, 0.5669317743562692, 0.6241251861560912, 0.8260923337561967
186, 0.28279692890534536, 0.5124602985882366, 0.5702438412049405, 0.568717906535132, 0.622352090978443, 0.8558600373333954
187, 0.23374095333147812, 0.5130238749211505, 0.5718572569288849, 0.5676214066589023, 0.6428660406801194, 0.826516213228482
188, 0.18160448512329808, 0.5129620180255465, 0.5709996323930394, 0.5677164046109162, 0.643063553191108, 0.8501507973794202
189, 0.25687963154948806, 0.5141670412633864, 0.5699555913018816, 0.5685564359210434, 0.6423279419944261, 0.823507981852077
190, 0.2853181230445593, 0.4961149364753158, 0.5664354902349936, 0.5663361504124595, 0.6385545201344245, 0.8760284019457799
191, 0.3084574905211383, 0.5081971887678021, 0.5645789083922155, 0.5672148779379118, 0.6221006099572015, 0.8248215503920588
192, 0.26320844683811717, 0.5122869998285691, 0.5691668337432361, 0.5668705931210783, 0.642093162222435, 0.8253526984523504
193, 0.3313737568114735, 0.5124340508962317, 0.5682529045784896, 0.5659470068758119, 0.6222032876318201, 0.8520870808262426
194, 0.2337534427371733, 0.5112466469994729, 0.5686564989797376, 0.5677932086575073, 0.6396493505680849, 0.8288170535620522
195, 0.3080877951514868, 0.5144751478836757, 0.5744346414161626, 0.5693427563396781, 0.6418869023690483, 0.8541084637676128
196, 0.28061333120469595, 0.5123654856343622, 0.569902508062309, 0.5677203664510511, 0.6418827131114695, 0.8568218533194726
197, 0.28187605971035723, 0.513542664035691, 0.570630624008361, 0.5674803511541091, 0.6254745770581143, 0.8482794482966647
198, 0.2858676432236953, 0.5139682880653991, 0.5731783635540537, 0.5700387743151001, 0.6392516807882012, 0.8030859630997462
199, 0.3093412046998599, 0.5161336534148017, 0.5779834753521824, 0.5721512072578767, 0.6428902316810955, 0.8752815493924802
200, 0.3068981752375328, 0.5148641972547728, 0.5728099811447652, 0.5690735116937026, 0.6423208850754387, 0.8228304172702974
201, 0.23151814256690803, 0.5133881561801334, 0.5774118959885659, 0.5709875658030061, 0.6445179584894052, 0.8556856311425104
202, 0.30964050464212084, 0.515751249220646, 0.5783981114755286, 0.5695774297973277, 0.6427303877112909, 0.8499610259320537
203, 0.3058436195079384, 0.5147811747638082, 0.576750096222969, 0.5692888768000811, 0.6428117097123078, 0.8517688053353272
204, 0.3086659381873573, 0.5155322857314449, 0.5802203455948098, 0.5890139933868973, 0.6439612847069893, 0.8527699921393129
205, 0.3336536156148445, 0.515883339214722, 0.5777349835828236, 0.5709306612796285, 0.6420012777165885, 0.9335737422606559
206, 0.31031188986180175, 0.5150781456921084, 0.5786311282839185, 0.5719588098532453, 0.6446405619510491, 0.833510120872164
207, 0.3095250205761146, 0.5144480041549154, 0.5767455470905768, 0.5751401116042482, 0.643459477388775, 0.8301498607397748
208, 0.2290791968523453, 0.513216376162919, 0.5768916757399966, 0.5867202491107679, 0.6440448072252793, 0.8759183532711354
209, 0.3078964659444926, 0.5153377516211619, 0.5797510859363033, 0.5862499445991395, 0.6452311919572619, 0.9043640433634197
210, 0.25577521943501685, 0.5157547638940804, 0.5793469102265101, 0.5719210989885715, 0.6445550285542906, 0.9109243930345338
211, 0.3145270205575736, 0.5146532603203384, 0.5753207043253005, 0.5689942846131677, 0.6421667060163767, 0.8747243465845971
212, 0.25805387254661977, 0.514472597889174, 0.5763256547226406, 0.5691424759200359, 0.6446379513082263, 0.8711266066675403
213, 0.20586539641909368, 0.5123059244162098, 0.569493953056212, 0.5697023843550892, 0.6415982197882439, 0.872217444384399
214, 0.30935427639681917, 0.5150780686820522, 0.5732331117466714, 0.5698826794294662, 0.6386070744123445, 0.8516009442091705
215, 0.28291718747093764, 0.5071066408009456, 0.5736428197076054, 0.5697399133736927, 0.6412068316383448, 0.881977642917678
216, 0.25559508796397507, 0.5140500927107853, 0.5738418078915978, 0.5699269017688389, 0.6443275709689549, 0.819732519904022
217, 0.2046164991878185, 0.5137432976599821, 0.5731461481027179, 0.569997766856222, 0.6434348167103332, 0.8545831342023641
218, 0.25759409610945505, 0.5163820545892364, 0.580389392331173, 0.5891537463089362, 0.6449167308401169, 0.8488908410469203
219, 0.28324517926016296, 0.5163868177912979, 0.583535495217931, 0.5906987017034144, 0.6474616098183297, 0.906828142168939
220, 0.3560998181530294, 0.5214140589950189, 0.5852034208652762, 0.591242514448405, 0.644543946980827, 0.9514440020667054
221, 0.33424592117155105, 0.5374130240202513, 0.5893147704603704, 0.592035742290672, 0.6467108414692397, 0.8511724105715054
222, 0.3068157239223302, 0.5169004505179714, 0.5825478816262237, 0.5884925091018065, 0.6449978557803838, 0.8258434856151109
223, 0.33355015110234626, 0.5163693331376566, 0.5794286652664622, 0.5713607987944374, 0.6436582514372341, 0.8517019529748499
224, 0.3088200521796268, 0.5143557450450544, 0.5752364365064887, 0.5714719998559896, 0.642876417824641, 0.8291768513426583
225, 0.2565697068568694, 0.5135668780341233, 0.5725925688474562, 0.5690123254090457, 0.641461873353243, 0.9021746086298489
